Location,CowTagID,Sand,HardSubstrate,sum_total,sum_total_dead,sum_total_alive,sal_avg,temp_avg,TA_avg,pH_avg,phos_avg,NN_avg,silicate_avg,ammonia_avg,sal_max,temp_max,TA_max,pH_max,phos_max,NN_max,silicate_max,ammonia_max,sal_min,temp_min,TA_min,pH_min,phos_min,NN_min,silicate_min,ammonia_min,sal_CV,temp_CV,TA_CV,pH_CV,phos_CV,NN_CV,silicate_CV,ammonia_CV,sal_sd,temp_sd,TA_sd,pH_sd,phos_sd,NN_sd,silicate_sd,ammonia_sd
Cabral,C2,11.26126126,88.738738742,15,11,4,36.33625,28.40375,2303.6117141249997,7.961391768198906,NA,NA,NA,NA,36.65,30.02,2370.08551,8.081071135628202,NA,NA,NA,NA,36.01,26.49,2250.884104,7.791398546,NA,NA,NA,NA,7.10521828806138e-5,4.710585363312596e-4,1.7214942830981792e-4,1.2225730739985648e-4,NA,NA,NA,NA,0.2581769880195703,1.3379828901319015,39.65654396344184,0.09733383207353806,NA,NA,NA,NA
Cabral,C20,78.08219178,21.917808216,146,68,78,36.31125,27.99375,2301.034527125,7.971918476110513,0.176064342125,0.3632070725,4.4356332599999995,0.310693362875,36.55,29.41,2358.638678,8.057018704,0.22,0.66,6.38,0.880452934,36.03,26.35,2224.147446,7.866974805,0.129219964,0.2,2.675960957,0.09,5.730516840511029e-5,3.420870991646075e-4,1.786465218705975e-4,8.95106311394125e-5,0.001801712647285978,0.0038595699174459775,0.003160251749798827,0.00811698824968219,0.2080822296250061,0.957630073223923,41.107181497503625,0.07135714541885957,0.03172173519426979,0.14018230908246201,1.4017717771380873,0.252189437571062
Cabral,C3,0.909090909,99.09090909,1,0,1,36.3825,27.4575,2326.42469575,7.983082504520131,0.213083134,0.8205866755,2.3933351665,0.3234407385,36.69,27.96,2342.446091,8.06227151167327,0.28,1.19186229,5.39,0.793396057,36.12,26.69,2305.413099,7.868473391,0.19,0.38,1.186404077,0.02,6.74821541495895e-5,1.4234752635841356e-4,6.353819544661675e-5,9.42617083049885e-5,0.0013650175362738787,0.0031520504135649037,0.005701898873227819,0.007830973862395618,0.24551694733474397,0.390850720498614,14.781682701039939,0.07524989944157336,0.02908622145941968,0.2586530569875624,1.3646555089122867,0.2532855969227436
Cabral,C4,38.91402715,61.085972850000005,2,0,2,36.275,28.78875,2295.42156175,7.962233664043783,0.176096690125,0.36157643625,4.525769305625,0.321702192625,36.53,30.16,2332.179498,8.04322766,0.23306099,0.52,8.33,0.912638604,36.02,27.27,2262.679391,7.827509968,0.12,0.06,2.54,0.03,5.85159692987598e-5,3.119235202299782e-4,8.984075221624306e-5,9.730033878391865e-5,0.0023990561509522833,0.004242255249603988,0.004001672164631453,0.008915791191130742,0.21226667863125115,0.8979888243020786,20.622239976100342,0.0774728032988182,0.042246584760671946,0.15338995348146642,1.8110645053862984,0.286822957517342
Cabral,C5,41.12149533,58.87850468,6,6,0,36.2775,28.42625,2301.8346425,7.980695894744746,0.17250026737500002,0.37251650725,4.557215384,0.472726862875,36.55,30.31,2338.53947,8.061787385463742,0.23,0.639454822,8.28,1.135152426,35.81,26.35,2276.288714,7.853631333,0.11,0.03,1.968014166,0.02,6.611978059106609e-5,4.95372854125661e-4,9.471521953285163e-5,8.86908023847004e-5,0.0020201741309140873,0.0054668519709618665,0.004449340409588753,0.008929931177778185,0.23986603403924006,1.4081592594589571,21.801877349271056,0.0707814322493196,0.034848057772673836,0.2036492601875493,2.0276602563230726,0.4221418351360735
Cabral,C6,18.66666667,81.33333333,18,9,9,36.47375,28.385,2338.87778675,8.015203883613458,0.1847120995,0.41902082375,1.4206186836249999,0.2524015085,36.67,29.66,2361.357736,8.047546339638306,0.223596076,0.730729847,1.91,0.599376603,36.17,27.28,2314.273847,7.961811673,0.07,0.03,0.922207826,0.02,5.2183653773550004e-5,3.8624082284886347e-4,6.73176449621328e-5,4.1534269573256505e-5,0.002891517899252552,0.006005992034659238,0.002284644508869049,0.007336404888287089,0.19033335418230196,1.0963445756564991,15.744774445825545,0.033290563878661375,0.05340983419127684,0.25166357297988523,0.32456086747406326,0.1851719660770435
Cabral,C7,32.14285714,67.85714285,8,5,3,36.45333333333333,28.781666666666666,2335.8709663333334,8.00456470464073,0.1956329435,0.6064147333333333,2.1462997035,0.41123596083333336,36.61,29.87,2359.80233,8.061058347292269,0.22,0.700540235,4.329135355,0.641460997,36.26,27.17,2289.055294,7.934577259,0.173632252,0.42,0.881834672,0.21,4.308419527940637e-5,4.1205331697309063e-4,1.1187714322924792e-4,5.6411491173966184e-5,0.0010283462525981643,0.001640358482833117,0.005610013597965047,0.003790318334764042,0.1570562531918627,1.1859581218013837,26.13305706655161,0.045154943118728176,0.020117840433297337,0.09947375519383157,1.2040770521943347,0.15587152022608908
Cabral,C8,45.19230769,54.807692314,9,4,5,36.3125,28.23125,2316.46142725,7.985707076233959,0.1883020775,0.449165372,3.97653580375,0.46994653875,36.54,29.42,2344.863916,8.066410568654517,0.23,0.632657745,6.2,1.471531206,35.98,27.25,2277.778464,7.863973716,0.159707907,0.31,2.299499007,0.02,5.6643580628975224e-5,2.785344529387705e-4,1.0645938794792975e-4,8.194682203063406e-5,0.0013766568024920144,0.002445260686895748,0.0032699385794706893,0.010305209446878514,0.2056870021589663,0.7863375774527666,24.66090657500228,0.06544033165649193,0.02592273359137535,0.10983264260665043,1.3003027837328611,0.4842897510654359
Cabral,C9,3.225806452,96.77419354499999,3,1,2,36.37625,27.8375,2318.776858125,7.9996746319225736,0.193428585375,0.536836181625,3.186183272875,0.248768242,36.6,28.64,2347.298415,8.067012629709941,0.25,0.744765368,6.209320204,0.577978764,36.23,27.18,2265.558581,7.853260484,0.162210649,0.32,1.006141487,0.02,4.0984572112834306e-05,1.8642051617857535e-4,1.3427635391856122e-4,8.474460612377488e-5,0.0013159289694529403,0.0028281007662138624,0.005939557812036986,0.007657402562492571,0.14908650413194888,0.5189481119121091,31.135690205976196,0.06779292758006324,0.02545382790152638,0.1518226816584987,1.8924519748986282,0.19049185737575722
Cabral,CSEEP,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Varari,V1,18.48341232,81.51658768,93,71,22,36.48125,28.243750000000002,2346.188776375,7.998135182549872,0.190191126,0.53709298475,2.347206797375,0.45508183275,36.67,29.3,2377.029989,8.065993322640152,0.23,0.84,5.11,0.828499422,36.22,27.1,2309.516077,7.90482291,0.143281048,0.154868566,0.91,0.230482094,4.2803780477668026e-5,2.6891257194519834e-4,9.032300056394007e-5,7.63831217564901e-5,0.0016039345526132154,0.004172084380009704,0.007252863975459964,0.0045234833327949045,0.15615354165509268,0.7595099453877197,21.1914810171629,0.0610922533473574,0.030505411859181368,0.22407972522882652,1.7023971623635892,0.20585550855023835
Varari,V10,3.351955307,96.648044699,62,41,21,36.47375,28.28,2345.21555375,8.016148270141985,0.179442168,0.33607662712499997,1.426567079125,0.27625400375,36.61,29.51,2370.347295,8.073040793958357,0.22,0.65,3.66,0.43,36.28,26.94,2303.174091,7.941249573,0.132885942,0.073660449,0.88,0.129792442,3.6956665442888194e-5,3.3435680973704126e-4,9.722155134647464e-5,6.097695910696356e-5,0.0021548778445121606,0.007018473979403727,0.006496029063481275,0.0031569026731211496,0.13479481761975434,0.9455610579363527,22.80054943774566,0.04888003452638045,0.0386675952194429,0.23587450625625814,0.9267021207001592,0.0872107002898795
Varari,V11,11.42857143,88.57142857999999,58,43,15,36.4625,28.175,2353.926474375,8.012728609038973,0.183813182875,0.463686328,2.08591149725,0.372399456875,36.63,29.3,2401.863591,8.05364284248099,0.23,1.11,7.61,1.02,36.12,26.97,2308.380986,7.941591869,0.130612012,0.122511503,0.66,0.092888905,4.515391697928694e-5,2.8841073537802395e-4,1.154262072505752e-4,5.775205840247634e-5,0.001847532932518152,0.006546927223241247,0.01135166728607527,0.00765037912894969,0.16464246978572503,0.8125972469275825,27.17048050838245,0.04627515705924118,0.03396009087925441,0.303572064382797,2.3678573304981114,0.28489970325087
Varari,V12,21.75925926,78.24074073999999,131,119,12,36.46125,28.23625,2353.86685575,8.014308401623461,0.182928310875,0.364789527,1.421705055375,0.321454366125,36.63,29.38,2373.605395,8.058605818414089,0.24,0.75,4.18,0.76,36.28,27.02,2336.984344,7.944709264,0.131215299,0.111785903,0.85,0.125171999,3.824093871052432e-5,2.87173914668169e-4,5.07301666668627e-5,5.463867551371317e-5,0.0023504517731854067,0.006521288776576174,0.008029378171511935,0.006505586739886314,0.13943124265591048,0.8108714448049086,11.941205790380156,0.04378911962231296,0.042996417266195505,0.2378897848237631,1.141540753795619,0.20912492617413606
Varari,V13,44.70046083,55.299539174,8,4,4,36.52125,28.26875,2356.197046375,8.01250182717682,NA,NA,NA,NA,36.6,29.43,2381.363434,8.070331980923482,NA,NA,NA,NA,36.38,27.01,2332.892346,7.932415829,NA,NA,NA,NA,2.1680823187274594e-5,3.139763621223991e-4,6.933693965767199e-5,6.631726428657671e-5,NA,NA,NA,NA,0.07918107638282523,0.887571928674757,16.337149242608834,0.053136720126956395,NA,NA,NA,NA
Varari,V14,95.26066351,4.739336493,2,0,2,36.41875,28.205,2347.2846262499997,8.010612365856165,0.18791985325,0.349528805875,2.76752988775,0.346129111625,36.57,29.4,2382.973932,8.093790972368412,0.23,0.6,3.66,0.69,36.28,26.97,2307.005078,7.915014661,0.143002608,0.174607276,1.45,0.223881462,2.980711994799946e-5,3.2040093768289464e-4,1.1482751184318528e-4,7.153303097366643e-5,0.0019971220710118098,0.004741134690173917,0.0027355773159528497,0.0045580095363679796,0.10855380496062055,0.9036908447346043,26.95328532200486,0.05730233824848244,0.03752988865068753,0.16571631467490275,0.7570791982150435,0.15776597916013269
Varari,V15,2.293577982,97.706422019,33,26,7,36.4475,28.1675,2346.72420625,8.005115420251354,0.1936423015,0.45163470787500004,2.3093493188750003,0.442277282875,36.59,29.4,2376.479103,8.062723405526853,0.28,1.08,7.61,1.451119107,36.15,26.87,2313.6248650000002,7.93708686,0.148246568,0.1682981,0.65,0.180377291,3.934495654358044e-5,3.209495366747468e-4,1.0083416046046188e-4,6.266493309780992e-5,0.0022708173776928163,0.00631806848861017,0.010434600443036918,0.009493255519346154,0.14340253036221481,0.9040346074285931,23.662996516946254,0.050164002225029765,0.04397263033026318,0.2853459016187697,2.4097137425860087,0.4198651256734514
Varari,V16,61.29032258,38.709677414999994,22,11,11,36.5375,28.17375,2354.6274765,8.024863207994303,0.17683791525,0.256706975875,1.07013477725,0.36665822,36.64,29.36,2373.334419,8.088842451372694,0.21,0.47,1.469932526,0.86,36.4,26.91,2321.911981,7.951601106,0.127456354,0.087811031,0.66,0.178217084,2.4071956066614614e-5,3.0269051199086723e-4,7.037388965145339e-5,5.753060482683621e-5,0.0018359465055210796,0.005851677037341866,0.0026013360762522615,0.005724499627181385,0.08795290947839315,0.8527926812202694,16.570429420149114,0.046167523400853734,0.03246649525468703,0.150216631605321,0.2783780202512603,0.20989348436929903
Varari,V17,82.27272727,17.72727273,7,3,4,36.4975,28.12375,2351.91939125,8.009840131648383,0.189468352875,0.41211165325,2.8441097913749998,2.371812976875,37.05,29.28,2368.312777,8.075424710541673,0.29,0.99,7.39,17.11922004,36.02,26.98,2314.889032,7.921680295,0.141331966,0.156130402,1.25,0.187577982,8.02131167558039e-5,2.9956114473089356e-4,7.204736131680591e-5,6.20433840030888e-5,0.0027773301348586817,0.006601324258702288,0.006735551142306711,0.025124458689109078,0.2927578228794953,0.8424782744125467,16.944958616939097,0.04969575870912119,0.0526216166041776,0.27204826538931304,1.915664695414158,5.959051715578876
Varari,V18,8.040201005,91.95979899899999,13,10,3,36.4225,28.17625,2357.802103375,8.010872399045612,0.2049987715,0.47393580837500004,2.784979697,0.786178960375,36.6,29.07,2382.01882,8.06491147928196,0.31,1.09,7.738904509,4.25986836,36,27.01,2320.524277,7.934220318,0.141192746,0.110343805,0.858814892,0.164055727,6.29128618875194e-5,2.754861937727938e-4,7.619310536310032e-5,6.380957584032304e-5,0.0025534262188512073,0.006549878845842908,0.010922567354358339,0.01789953396677002,0.22914437120981754,0.776216786729068,17.964826408779093,0.05111703698940516,0.05234492379803877,0.3104222125562871,3.0419128321002975,1.4072237005192254
Varari,V19,40,59.999999992999996,5,2,3,36.5175,28.11875,2351.310898875,8.026288902240593,0.177265877875,0.25546221825,1.00265511025,0.320101337375,36.63,29.37,2370.493179,8.09779178367134,0.22,0.47,1.29,0.950458716,36.27,26.74,2317.13505,7.950193418,0.11887111,0.067080879,0.7,0.14,3.2917957911059674e-5,3.3787926035796866e-4,8.501147812115668e-5,6.1027764206581334e-5,0.0022141576620165644,0.006092147955909448,0.002233799885003665,0.008624670467738512,0.12020815280171215,0.9500742452190631,19.988841503574932,0.04898264665798394,0.03924946017110238,0.15563136307238307,0.2239730869974787,0.27607685511417646
Varari,V2,12.62626263,87.37373737,96,52,44,36.425,28.27,2349.609676875,8.000545311497945,0.190153339375,0.548556364625,2.2096600595,0.61371223525,36.64,29.32,2365.03174,8.05555174101946,0.26,1.05,5.76,2.4,36.09,27.15,2328.302637,7.925236768,0.147550467,0.232831964,0.92,0.163935715,4.654418260346058e-5,2.6374805696415633e-4,5.299089851141981e-5,6.520558936646562e-5,0.001878711158526272,0.004624911181739919,0.007666963858633622,0.012160301160405073,0.16953718513310514,0.74561575703767,12.4507927928733,0.052168027228933676,0.035724320051484564,0.2537024464568763,1.6941383816052717,0.7462925606465366
Varari,V20,77.88944724,22.110552761,4,4,0,36.50875,28.23125,2345.2135722499997,8.013553448818287,0.183378119625,0.31178709112499997,1.365156752375,0.27032725375,36.66,29.4,2375.327242,8.076786968432812,0.27,0.61,1.88,0.465584632,36.29,27.01,2316.749816,7.930857652,0.147596874,0.119176652,0.75,0.15511487,3.323969423209095e-5,3.0880791479998546e-4,8.302475969632229e-5,6.769950044385505e-5,0.0022086877741649465,0.005462892809926107,0.0027063785975997966,0.004213082286705625,0.12135396867958505,0.871803344469709,19.47107932726098,0.05425135652651297,0.040502501086509456,0.1703259458334538,0.3694631016996545,0.11389109643879017
Varari,V3,14.1025641,85.897435899,2,2,0,NA,NA,NA,NA,0.18104038075,0.4179128175,1.7134392475,0.40490870075,NA,NA,NA,NA,0.24,0.82,3.38,0.66846408,NA,NA,NA,NA,0.112838235,0.17487767,0.940740334,0.223401416,NA,NA,NA,NA,0.002213859240145112,0.005089151038693658,0.005536840871324313,0.003356378365556495,NA,NA,NA,NA,0.04007979197627767,0.2126821449263518,0.9487040456089176,0.1359026803222889
Varari,V4,17.71428571,82.285714284,27,17,10,36.52375,28.265,2346.063045625,8.018389014017856,0.185036672875,0.418684395875,1.270093439375,0.412108263375,36.65,29.33,2369.173633,8.070973742992923,0.24,1.06,3.01,1.07,36.4,27.1,2320.14392,7.948435473,0.128152455,0.184071041,0.84,0.132552707,2.0589919883103523e-5,2.705742835595442e-4,7.805068430274958e-5,5.635913901368244e-5,0.002565328123149091,0.007284585033679988,0.005855303632635409,0.006968864733093554,0.07520210863305023,0.7647782124810518,18.31118261284241,0.045190950110681645,0.047467978074017605,0.30499420840263725,0.7436782729358838,0.28719267428504675
Varari,V5,24.47257384,75.527426156,44,26,18,36.48,28.205,2347.91265075,8.014488839704956,0.17793991250000002,0.42712633325,1.693587049125,0.29266547375,36.61,29.37,2366.352432,8.061337258650727,0.25,1.05,5.43,0.470025058,36.23,26.97,2321.38849,7.946261267,0.116086706,0.135219987,0.86,0.04,3.385959636782172e-5,2.956287217872607e-4,7.026986000423098e-5,5.805768664526287e-5,0.002313407952922386,0.006688366045313666,0.009408887390605095,0.005256944647421006,0.12351980754981363,0.8338208098009687,16.49874932703654,0.04653026816775467,0.04116476087198136,0.28567772643686296,1.5934769831404303,0.15385261957149954
Varari,V6,26.7281106,73.271889396,32,18,14,36.4525,28.25625,2354.316926625,8.005361683350461,0.1885234655,0.464802269375,2.79623498725,0.28077359825,36.58,29.29,2415.341749,8.059622827798533,0.25,0.92,5,0.43,36.31,27.24,2322.780484,7.916228541,0.141610406,0.134498939,1.05,0.12,2.686870096380529e-5,2.5770112075652185e-4,1.2269746018444538e-4,6.708502652441995e-5,0.0017804726106183757,0.00527042405516669,0.0054276458103148595,0.004188907685009329,0.09794313218831124,0.7281667293376471,28.88687073661368,0.05370399008651409,0.03356608667816083,0.24497050614100682,1.5176973113203287,0.11761346834571469
Varari,V7,49.55357143,50.446428573,16,4,12,NA,NA,NA,NA,0.196011863875,0.5113091205,2.92509483825,0.32946965525,NA,NA,NA,NA,0.25,0.92,5.850910131,0.7,NA,NA,NA,NA,0.148432195,0.168388231,1.01,0.162075537,NA,NA,NA,NA,0.0018497081709894737,0.005246893809225634,0.005219340461646339,0.0054439129976130455,NA,NA,NA,NA,0.03625647462204639,0.2682784658952054,1.526706584343108,0.1793604138534564
Varari,V8,16.17647059,83.82352941399999,2,2,0,36.46875,28.265,2347.9263621249997,8.003253581326659,0.18645836625,0.49092993325,2.56918465475,0.287798073375,36.68,29.43,2367.278158,8.055299748971068,0.26,1.34,8.28,0.54,36.04,27.03,2321.38849,7.93021162,0.145415758,0.169830328,0.77,0.13123258,5.257017779108564e-5,3.095881899595876e-4,6.858828457890798e-5,6.458860662108945e-5,0.001932096373139548,0.007467423392493923,0.009633010204134427,0.004795869157758466,0.19171686713186545,0.8750510189207743,16.10402414957496,0.05169189972531328,0.03602555331731505,0.366598166762653,2.4748981995512334,0.13802419037614708
Varari,V9,37.83783784,62.162162162,19,11,8,36.49875,28.3875,2351.6292185,8.011414621799082,0.18561393775,0.37027853325,1.28478809875,0.25253482925,36.61,29.45,2372.370084,8.069159867538033,0.24,0.66,2.37,0.45,36.38,27.16,2318.333575,7.93202266,0.131586553,0.105927381,0.97,0.163515675,2.4039033729225455e-5,2.995296755759828e-4,7.163146979641495e-5,6.474612784146893e-5,0.0023296695712362184,0.005662017953290038,0.003684334237590348,0.004061151453693789,0.08773946823245676,0.8502898665413211,16.845065733734966,0.05187080752940168,0.043241914277350864,0.20965237029794023,0.4733588780273234,0.10255821889169502
Varari,VSEEP,97.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
